PIC50_RET wild,can_smile,id,id_new,smiles
9.769551079,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O,,reaxys_32973360,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)C(Cl)(Cl)P(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1
6.198970004,c1cc(CNc2ncc3ncn(-c4ccc5[nH]ncc5c4)c3n2)ccn1,,reaxys_21798299,C(NC1=NC=C2N=CN(C2=N1)C1=CC=C2NN=CC2=C1)C1=CC=NC=C1
7.443697499,CO[C@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,,reaxys_10736002,CO[C@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1
10.04575749,Cc1cc(NC(=O)c2c(C#Cc3cccnc3)n(C3(C)CC3)c3ncnc(N)c23)n[nH]1,,reaxys_32243529,CC1=CC(NC(=O)C2=C(C#CC3=CC=CN=C3)N(C3=NC=NC(N)=C23)C2(C)CC2)=NN1
10,Cc1cc(NC(=O)c2c(C#CCC3(O)CCC3)n(C3(C)CC3)c3ncnc(N)c23)n[nH]1,,reaxys_32243534,CC1=CC(NC(=O)C2=C(C#CCC3(O)CCC3)N(C3=NC=NC(N)=C23)C2(C)CC2)=NN1
10,Cc1cc(NC(=O)c2c(C#CCN3CCOCC3)n(C3(C)CC3)c3ncnc(N)c23)n[nH]1,,reaxys_32243533,CC1=CC(NC(=O)C2=C(C#CCN3CCOCC3)N(C3=NC=NC(N)=C23)C2(C)CC2)=NN1
10,CCC(O)CC#Cc1c(C(=O)Nc2ccc(COC)cc2)c2c(N)ncnc2n1C1(C)CC1,,reaxys_32414595,CCC(O)CC#CC1=C(C(=O)NC2=CC=C(COC)C=C2)C2=C(N=CN=C2N)N1C1(C)CC1
10,CCOc1cc(-c2ccc(NC(=O)Nc3ccc(CN4CCN(CC)CC4)c(C(F)(F)F)c3)c(F)c2)c[nH]c1=O,,reaxys_29457971,CCOC1=CC(=CNC1=O)C1=CC(F)=C(NC(=O)NC2=CC(=C(CN3CCN(CC)CC3)C=C2)C(F)(F)F)C=C1
10,COCc1ccc(NC(=O)c2c(C#CC3(O)CCCC3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32339784,COCC1=CC=C(NC(=O)C2=C(C#CC3(O)CCCC3)N(C3=NC=NC(N)=C23)C2(C)CC2)C=C1
10,COCc1ccc(NC(=O)c2c(C#Cc3cnc4cccnn34)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32339778,COCC1=CC=C(NC(=O)C2=C(C#CC3=CN=C4C=CC=NN34)N(C3=NC=NC(N)=C23)C2(C)CC2)C=C1
10,CSCc1ccc(NC(=O)c2c(Br)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32339701,CSCC1=CC=C(NC(=O)C2=C(Br)N(C3=NC=NC(N)=C23)C2(C)CC2)C=C1
9.853871964,Cc1cc(NC(=O)c2c(Br)n(C3(C)CC3)c3ncnc(N)c23)n[nH]1,,reaxys_32243525,CC1=CC(NC(=O)C2=C(Br)N(C3=NC=NC(N)=C23)C2(C)CC2)=NN1
9.823908741,CC(C)(C)n1cc(C(=O)Nc2cc(Br)[nH]n2)c2c(N)ncnc21,,reaxys_32243512,CC(C)(C)N1C=C(C(=O)NC2=NNC(Br)=C2)C2=C(N)N=CN=C12
9.823908741,CC(C)(C)n1nc(C(=O)Nc2cc(Br)[nH]n2)c2c(N)ncnc21,,reaxys_32243486,CC(C)(C)N1N=C(C(=O)NC2=NNC(Br)=C2)C2=C(N)N=CN=C12
9.823908741,CC(C)(CF)n1cc(C(=O)Nc2cc(Br)[nH]n2)c2c(N)ncnc21,,reaxys_32243515,CC(C)(CF)N1C=C(C(=O)NC2=NNC(Br)=C2)C2=C(N)N=CN=C12
9.823908741,CC1(n2cc(C(=O)Nc3cc(Br)[nH]n3)c3c(N)ncnc32)CC1,,reaxys_32243516,CC1(CC1)N1C=C(C(=O)NC2=NNC(Br)=C2)C2=C(N)N=CN=C12
9.823908741,Cc1cc(NC(=O)c2c(C#CC3CCOCC3)n(C3(C)CC3)c3ncnc(N)c23)n[nH]1,,reaxys_32243535,CC1=CC(NC(=O)C2=C(C#CC3CCOCC3)N(C3=NC=NC(N)=C23)C2(C)CC2)=NN1
9.823908741,Cc1cc(NC(=O)c2c(C#Cc3cnn(C)c3)n(C3(C)CC3)c3ncnc(N)c23)n[nH]1,,reaxys_32243531,CN1C=C(C=N1)C#CC1=C(C(=O)NC2=NNC(C)=C2)C2=C(N)N=CN=C2N1C1(C)CC1
9.795880017,Cc1cc(NC(=O)c2cn(C(C)(C)C3CC3)c3ncnc(N)c23)n[nH]1,,reaxys_32243501,CC1=CC(NC(=O)C2=CN(C3=NC=NC(N)=C23)C(C)(C)C2CC2)=NN1
9.769551079,Cc1cc(NC(=O)c2cn(C3(C)CC3)c3ncnc(N)c23)n[nH]1,,reaxys_32243500,CC1=CC(NC(=O)C2=CN(C3=NC=NC(N)=C23)C2(C)CC2)=NN1
9.769551079,Cc1cc(NC(=O)c2c(C#Cc3cncn3C)n(C3(C)CC3)c3ncnc(N)c23)n[nH]1,,reaxys_32243532,CN1C=NC=C1C#CC1=C(C(=O)NC2=NNC(C)=C2)C2=C(N)N=CN=C2N1C1(C)CC1
9.698970004,COCCOc1cc2ncnc(Nc3c(F)ccc(O)c3F)c2cc1OC,,reaxys_28252820,COCCOC1=C(OC)C=C2C(NC3=C(F)C=CC(O)=C3F)=NC=NC2=C1
9.698970004,Cc1cc(NC(=O)c2cn(C(C)(C)CF)c3ncnc(N)c23)n[nH]1,,reaxys_32243499,CC1=CC(NC(=O)C2=CN(C3=NC=NC(N)=C23)C(C)(C)CF)=NN1
9.698970004,Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3cc(F)ccc3O)cc12,,reaxys_31541169,CC1=NNC2=C1C=C(C=C2)C1=CC(N[C@@H](CO)C2=CC=CC=C2)=CN=C1C1=CC(F)=CC=C1O
9.698970004,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2ccc(CC(C)(C)N)c(C(F)(F)F)c2)c(F)c1,,reaxys_33069944,CCOC1=CC(=O)NC=C1C1=CC=C(CC(=O)NC2=CC=C(CC(C)(C)N)C(=C2)C(F)(F)F)C(F)=C1
9.698970004,CNC(=O)c1ncc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(CCO)CC4)c(C(F)(F)F)c3)ccc2C)n1C,,reaxys_21598472,CNC(=O)C1=NC=C(C#CC2=CC(=CC=C2C)C(=O)NC2=CC=C(CN3CCN(CCO)CC3)C(=C2)C(F)(F)F)N1C
9.698970004,COCc1ccc(NC(=O)c2c(C#CC(O)C3CC3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32414569,COCC1=CC=C(NC(=O)C2=C(C#CC(O)C3CC3)N(C3=C2C(N)=NC=N3)C2(C)CC2)C=C1
9.698970004,CC#Cc1c(C(=O)Nc2ccc(COC)cc2)c2c(N)ncnc2n1C1(C)CC1,,reaxys_32339781,COCC1=CC=C(NC(=O)C2=C(C#CC)N(C3=NC=NC(N)=C23)C2(C)CC2)C=C1
9.698970004,COCc1ccc(NC(=O)c2c(C#Cc3ccc(N)nc3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32339787,COCC1=CC=C(NC(=O)C2=C(C#CC3=CC=C(N)N=C3)N(C3=NC=NC(N)=C23)C2(C)CC2)C=C1
9.698970004,COCc1ccc(NC(=O)c2c(C#Cc3ccncc3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32414616,COCC1=CC=C(NC(=O)C2=C(C#CC3=CC=NC=C3)N(C3=C2C(N)=NC=N3)C2(C)CC2)C=C1
9.698970004,COCc1ccc(NC(=O)c2c(C#Cc3cnc4ccoc4c3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32414597,COCC1=CC=C(NC(=O)C2=C(C#CC3=CN=C4C=COC4=C3)N(C3=C2C(N)=NC=N3)C2(C)CC2)C=C1
9.698970004,COCc1ccc(NC(=O)c2c(C#Cc3cn[nH]c3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32414598,COCC1=CC=C(NC(=O)C2=C(C#CC3=CNN=C3)N(C3=C2C(N)=NC=N3)C2(C)CC2)C=C1
9.698970004,COCc1ccc(NC(=O)c2c(C#CC3CCC(=O)CC3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32414574,COCC1=CC=C(NC(=O)C2=C(C#CC3CCC(=O)CC3)N(C3=C2C(N)=NC=N3)C2(C)CC2)C=C1
9.698970004,COCc1ccc(NC(=O)c2c(C#CC3CCOCC3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32339774,COCC1=CC=C(NC(=O)C2=C(C#CC3CCOCC3)N(C3=NC=NC(N)=C23)C2(C)CC2)C=C1
9.698970004,COCc1ccc(NC(=O)c2c(C#CC3CCOCC3)n(C3(C)CC3)c3ncnc(N)c23)cc1F,,reaxys_32339791,COCC1=CC=C(NC(=O)C2=C(C#CC3CCOCC3)N(C3=NC=NC(N)=C23)C2(C)CC2)C=C1F
9.698970004,COCc1ccc(NC(=O)c2c(C#CCC(C)(C)O)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32339773,COCC1=CC=C(NC(=O)C2=C(C#CCC(C)(C)O)N(C3=NC=NC(N)=C23)C2(C)CC2)C=C1
9.698970004,COCc1ccc(NC(=O)c2c(C#CCC(C)O)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32414618,COCC1=CC=C(NC(=O)C2=C(C#CCC(C)O)N(C3=C2C(N)=NC=N3)C2(C)CC2)C=C1
9.698970004,COCc1ccc(NC(=O)c2c(C#CCC3(O)CCC3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32414568,COCC1=CC=C(NC(=O)C2=C(C#CCC3(O)CCC3)N(C3=C2C(N)=NC=N3)C2(C)CC2)C=C1
9.698970004,COCc1ccc(NC(=O)c2c(C#CCC3(O)CCOCC3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32414592,COCC1=CC=C(NC(=O)C2=C(C#CCC3(O)CCOCC3)N(C3=C2C(N)=NC=N3)C2(C)CC2)C=C1
9.698970004,COCc1ccc(NC(=O)c2c(C#CCC3(O)COC3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32414584,COCC1=CC=C(NC(=O)C2=C(C#CCC3(O)COC3)N(C3=C2C(N)=NC=N3)C2(C)CC2)C=C1
9.698970004,COCc1ccc(NC(=O)c2c(C#CCC3CCOCC3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32339786,COCC1=CC=C(NC(=O)C2=C(C#CCC3CCOCC3)N(C3=NC=NC(N)=C23)C2(C)CC2)C=C1
9.698970004,COCc1ccc(NC(=O)c2c(C#CCC3NC(=O)NC3=O)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32414594,COCC1=CC=C(NC(=O)C2=C(C#CCC3NC(=O)NC3=O)N(C3=C2C(N)=NC=N3)C2(C)CC2)C=C1
9.698970004,COCc1ccc(NC(=O)c2c(C#CCn3cccc3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32414605,COCC1=CC=C(NC(=O)C2=C(C#CCN3C=CC=C3)N(C3=C2C(N)=NC=N3)C2(C)CC2)C=C1
9.698970004,COCc1ccc(NC(=O)c2c(C#CCN3CCCC3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32339775,COCC1=CC=C(NC(=O)C2=C(C#CCN3CCCC3)N(C3=NC=NC(N)=C23)C2(C)CC2)C=C1
9.698970004,COCc1ccc(NC(=O)c2c(C#CCN3CCCCC3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32339782,COCC1=CC=C(NC(=O)C2=C(C#CCN3CCCCC3)N(C3=NC=NC(N)=C23)C2(C)CC2)C=C1
9.698970004,COCc1ccc(NC(=O)c2c(C#CCN3CCOCC3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32339772,COCC1=CC=C(NC(=O)C2=C(C#CCN3CCOCC3)N(C3=NC=NC(N)=C23)C2(C)CC2)C=C1
9.698970004,COCc1ccc(NC(=O)c2c(C#CCN3CCSCC3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32339785,COCC1=CC=C(NC(=O)C2=C(C#CCN3CCSCC3)N(C3=NC=NC(N)=C23)C2(C)CC2)C=C1
9.698970004,CSCc1ccc(NC(=O)c2cn(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32339676,CSCC1=CC=C(NC(=O)C2=CN(C3=NC=NC(N)=C23)C2(C)CC2)C=C1
9.677780705,Cc1cc(NC(=O)c2cn(C(C)(C)C)c3ncnc(N)c23)n[nH]1,,reaxys_32346836,CC1=CC(NC(=O)C2=CN(C3=C2C(N)=NC=N3)C(C)(C)C)=NN1
9.638272164,CC(C)n1cc(C(=O)Nc2cc(Br)[nH]n2)c2c(N)ncnc21,,reaxys_32243514,CC(C)N1C=C(C(=O)NC2=NNC(Br)=C2)C2=C(N)N=CN=C12
9.638272164,Cc1cc(NC(=O)c2cn(C3(CF)CC3)c3ncnc(N)c23)n[nH]1,,reaxys_32243540,CC1=CC(NC(=O)C2=CN(C3=NC=NC(N)=C23)C2(CF)CC2)=NN1
9.575118363,Cc1cc(NC(=O)c2cn(C3CCCC3)c3ncnc(N)c23)n[nH]1,,reaxys_32243521,CC1=CC(NC(=O)C2=CN(C3CCCC3)C3=NC=NC(N)=C23)=NN1
9.568636236,Cc1cc(NC(=O)c2cn(C34CC(C3)C4)c3ncnc(N)c23)n[nH]1,,reaxys_32243507,CC1=CC(NC(=O)C2=CN(C3=NC=NC(N)=C23)C23CC(C2)C3)=NN1
9.554395797,Cc1cc(NC(=O)c2cn(C(C)(C)c3cccs3)c3ncnc(N)c23)n[nH]1,,reaxys_32243505,CC1=CC(NC(=O)C2=CN(C3=NC=NC(N)=C23)C(C)(C)C2=CC=CS2)=NN1
9.537602002,Cc1cc(NC(=O)c2nn(C(C)(C)C)c3ncnc(N)c23)n[nH]1,,reaxys_32243485,CC1=CC(NC(=O)C2=NN(C3=NC=NC(N)=C23)C(C)(C)C)=NN1
9.522878745,CC(C)n1cc(-c2cc3cccnc3[nH]2)c2c(N)ncnc21,,reaxys_31976594,CC(C)N1C=C(C2=CC3=C(N2)N=CC=C3)C2=C(N)N=CN=C12
9.522878745,COCc1ccc(NC(=O)c2c(Br)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32339768,COCC1=CC=C(NC(=O)C2=C(Br)N(C3=NC=NC(N)=C23)C2(C)CC2)C=C1
9.522878745,COCc1ccc(NC(=O)c2c(C#CC(C)(C)n3cccc3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32414601,COCC1=CC=C(NC(=O)C2=C(C#CC(C)(C)N3C=CC=C3)N(C3=C2C(N)=NC=N3)C2(C)CC2)C=C1
9.522878745,COCc1ccc(NC(=O)c2c(C#CC3(O)CCOCC3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32414615,COCC1=CC=C(NC(=O)C2=C(C#CC3(O)CCOCC3)N(C3=C2C(N)=NC=N3)C2(C)CC2)C=C1
9.522878745,COCc1ccc(NC(=O)c2c(C#Cc3cnn(C)c3C)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32414613,COCC1=CC=C(NC(=O)C2=C(C#CC3=C(C)N(C)N=C3)N(C3=C2C(N)=NC=N3)C2(C)CC2)C=C1
9.522878745,COCc1ccc(NC(=O)c2c(C#Cc3cncc(C#N)c3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32414623,COCC1=CC=C(NC(=O)C2=C(C#CC3=CC(=CN=C3)C#N)N(C3=C2C(N)=NC=N3)C2(C)CC2)C=C1
9.522878745,COCc1ccc(NC(=O)c2c(C#Cc3cccnc3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32339780,COCC1=CC=C(NC(=O)C2=C(C#CC3=CC=CN=C3)N(C3=NC=NC(N)=C23)C2(C)CC2)C=C1
9.522878745,COCc1ccc(NC(=O)c2c(C#Cc3cnn(C)c3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32339777,COCC1=CC=C(NC(=O)C2=C(C#CC3=CN(C)N=C3)N(C3=NC=NC(N)=C23)C2(C)CC2)C=C1
9.522878745,COCc1ccc(NC(=O)c2c(C#Cc3cnc[nH]3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32414620,COCC1=CC=C(NC(=O)C2=C(C#CC3=CN=CN3)N(C3=C2C(N)=NC=N3)C2(C)CC2)C=C1
9.522878745,COCc1ccc(NC(=O)c2c(C#Cc3cncn3C)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32339779,COCC1=CC=C(NC(=O)C2=C(C#CC3=CN=CN3C)N(C3=NC=NC(N)=C23)C2(C)CC2)C=C1
9.522878745,COCc1ccc(NC(=O)c2c(C#Cc3cncs3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32414622,COCC1=CC=C(NC(=O)C2=C(C#CC3=CN=CS3)N(C3=C2C(N)=NC=N3)C2(C)CC2)C=C1
9.522878745,COCc1ccc(NC(=O)c2c(C#Cc3ccccn3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32414607,COCC1=CC=C(NC(=O)C2=C(C#CC3=NC=CC=C3)N(C3=C2C(N)=NC=N3)C2(C)CC2)C=C1
9.522878745,COCc1ccc(NC(=O)c2c(C#CC3CCN(C)CC3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32339789,COCC1=CC=C(NC(=O)C2=C(C#CC3CCN(C)CC3)N(C3=NC=NC(N)=C23)C2(C)CC2)C=C1
9.522878745,COCc1ccc(NC(=O)c2c(C#CCN(C)C)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32339790,COCC1=CC=C(NC(=O)C2=C(C#CCN(C)C)N(C3=NC=NC(N)=C23)C2(C)CC2)C=C1
9.522878745,COCc1ccc(NC(=O)c2c(C#CCN3CCOCC3)n(C3(C)CC3)c3ncnc(N)c23)cc1F,,reaxys_32339792,COCC1=CC=C(NC(=O)C2=C(C#CCN3CCOCC3)N(C3=NC=NC(N)=C23)C2(C)CC2)C=C1F
9.522878745,COCc1ccc(NC(=O)c2c(C#CCO)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32339732,COCC1=CC=C(NC(=O)C2=C(C#CCO)N(C3=NC=NC(N)=C23)C2(C)CC2)C=C1
9.522878745,CSCc1ccc(NC(=O)c2nn(C(C)(C)C)c3ncnc(N)c23)cc1,,reaxys_32339661,CSCC1=CC=C(NC(=O)C2=NN(C3=NC=NC(N)=C23)C(C)(C)C)C=C1
9.494850022,Cc1cc(NC(=O)c2c(C)n(C(C)(C)C)c3ncnc(N)c23)[nH]n1,,reaxys_32243522,CC1=NNC(NC(=O)C2=C(C)N(C3=NC=NC(N)=C23)C(C)(C)C)=C1
9.48148606,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC,,reaxys_22315487,COC1=C(OC)C=C2C(OC3=CC=CC(NC(=O)NC4=NOC(=C4)C(C)(C)C(F)(F)F)=C3)=NC=NC2=C1
9.472370099,Cc1cc(NC(=O)c2cn(C3(C)CCC3)c3ncnc(N)c23)n[nH]1,,reaxys_32243517,CC1=CC(NC(=O)C2=CN(C3=NC=NC(N)=C23)C2(C)CCC2)=NN1
9.443697499,Cc1cc(NC(=O)c2cn(C3(C(F)F)CC3)c3ncnc(N)c23)n[nH]1,,reaxys_32243504,CC1=CC(NC(=O)C2=CN(C3=NC=NC(N)=C23)C2(CC2)C(F)F)=NN1
9.397940009,Cc1cc(NC(=O)c2cn(C3CC4CCC3C4)c3ncnc(N)c23)n[nH]1,,reaxys_32243520,CC1=CC(NC(=O)C2=CN(C3CC4CCC3C4)C3=NC=NC(N)=C23)=NN1
9.397940009,Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3ccc(F)cc3O)cc12,,reaxys_31513239,CC1=NNC2=C1C=C(C=C2)C1=CC(N[C@@H](CO)C2=CC=CC=C2)=CN=C1C1=CC=C(F)C=C1O
9.397940009,CCOc1c(C(=O)Nc2ccc(CSC)cc2)c2c(N)ncnc2n1C1(C)CC1,,reaxys_32339734,CCOC1=C(C(=O)NC2=CC=C(CSC)C=C2)C2=C(N)N=CN=C2N1C1(C)CC1
9.397940009,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2ccc(CC(C)(C)CO)c(C(F)(F)F)c2)c(F)c1,,reaxys_27190446,CCOC1=CC(=O)NC=C1C1=CC(F)=C(CC(=O)NC2=CC(=C(CC(C)(C)CO)C=C2)C(F)(F)F)C=C1
9.397940009,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2ccc(CC(C)(C)O)c(C(F)(F)F)c2)c(F)c1,,reaxys_33069934,CCOC1=CC(=O)NC=C1C1=CC(F)=C(CC(=O)NC2=CC(=C(CC(C)(C)O)C=C2)C(F)(F)F)C=C1
9.397940009,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2cc(-c3nnc(C)o3)cc(C(F)(F)F)c2)c(F)c1,,reaxys_27483733,CCOC1=CC(=O)NC=C1C1=CC(F)=C(CC(=O)NC2=CC(=CC(=C2)C(F)(F)F)C2=NN=C(C)O2)C=C1
9.397940009,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2cc(C(C)(C)C(F)(F)F)no2)c(F)c1,,reaxys_27483727,CCOC1=CC(=O)NC=C1C1=CC(F)=C(CC(=O)NC2=CC(=NO2)C(C)(C)C(F)(F)F)C=C1
9.397940009,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2cc(C(C)(C)C(F)(F)F)on2)c(F)c1,,reaxys_27483735,CCOC1=CC(=O)NC=C1C1=CC(F)=C(CC(=O)NC2=NOC(=C2)C(C)(C)C(F)(F)F)C=C1
9.397940009,COCc1ccc(NC(=O)c2c(C#CC(C)(C)O)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32414609,COCC1=CC=C(NC(=O)C2=C(C#CC(C)(C)O)N(C3=C2C(N)=NC=N3)C2(C)CC2)C=C1
9.397940009,COCc1ccc(NC(=O)c2c(C#CC(C)O)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32414583,COCC1=CC=C(NC(=O)C2=C(C#CC(C)O)N(C3=C2C(N)=NC=N3)C2(C)CC2)C=C1
9.397940009,COCc1ccc(NC(=O)c2c(C#Cc3cncc(F)c3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32414610,COCC1=CC=C(NC(=O)C2=C(C#CC3=CC(F)=CN=C3)N(C3=C2C(N)=NC=N3)C2(C)CC2)C=C1
9.397940009,COCc1ccc(NC(=O)c2c(C#Cc3ccn[nH]3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32414587,COCC1=CC=C(NC(=O)C2=C(C#CC3=CC=NN3)N(C3=C2C(N)=NC=N3)C2(C)CC2)C=C1
9.397940009,COCc1ccc(NC(=O)c2c(C#Cc3cn(C)nc3C)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32339788,COCC1=CC=C(NC(=O)C2=C(C#CC3=CN(C)N=C3C)N(C3=NC=NC(N)=C23)C2(C)CC2)C=C1
9.397940009,COCc1ccc(NC(=O)c2c(C#Cc3cnc4ccccn34)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32414582,COCC1=CC=C(NC(=O)C2=C(C#CC3=CN=C4C=CC=CN34)N(C3=C2C(N)=NC=N3)C2(C)CC2)C=C1
9.397940009,COCc1ccc(NC(=O)c2c(C#Cc3cncnc3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32414624,COCC1=CC=C(NC(=O)C2=C(C#CC3=CN=CN=C3)N(C3=C2C(N)=NC=N3)C2(C)CC2)C=C1
9.397940009,COCc1ccc(NC(=O)c2c(C#Cc3ccn(C)n3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32339730,COCC1=CC=C(NC(=O)C2=C(C#CC3=NN(C)C=C3)N(C3=NC=NC(N)=C23)C2(C)CC2)C=C1
9.397940009,COCc1ccc(NC(=O)c2c(Cl)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32339769,COCC1=CC=C(NC(=O)C2=C(Cl)N(C3=NC=NC(N)=C23)C2(C)CC2)C=C1
9.397940009,COCc1ccc(NC(=O)c2c(OC[C@H]3CCCO3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32339776,COCC1=CC=C(NC(=O)C2=C(OC[C@H]3CCCO3)N(C3=NC=NC(N)=C23)C2(C)CC2)C=C1
9.397940009,CSCc1ccc(NC(=O)c2cn(C(C)(C)CF)c3ncnc(N)c23)cc1,,reaxys_32339679,CSCC1=CC=C(NC(=O)C2=CN(C3=NC=NC(N)=C23)C(C)(C)CF)C=C1
9.397940009,Nc1ncnc2c1c(C(=O)Nc1cc(Br)[nH]n1)nn2C1CC2CCC1C2,,reaxys_32243479,NC1=C2C(=NN(C3CC4CCC3C4)C2=NC=N1)C(=O)NC1=NNC(Br)=C1
9.387216143,COc1cc2ncnc(Nc3cc(O)c(F)cc3F)c2cc1OC,,reaxys_13685278,COC1=CC2=C(C=C1OC)C(NC1=C(F)C=C(F)C(O)=C1)=NC=N2
9.366531544,Cc1cc(NC(=O)c2nn(C3CC4CCC3C4)c3ncnc(N)c23)n[nH]1,,reaxys_32243478,CC1=CC(NC(=O)C2=NN(C3CC4CCC3C4)C3=NC=NC(N)=C23)=NN1
9.337242168,Cc1cc(NC(=O)c2cn(C3CCC3)c3ncnc(N)c23)n[nH]1,,reaxys_32243518,CC1=CC(NC(=O)C2=CN(C3CCC3)C3=NC=NC(N)=C23)=NN1
9.318758763,Cc1cc(NC(=O)c2cn(C(C)CF)c3ncnc(N)c23)n[nH]1,,reaxys_32243496,CC(CF)N1C=C(C(=O)NC2=NNC(C)=C2)C2=C(N)N=CN=C12
9.301029996,CCn1nccc1C#Cc1c(C(=O)Nc2ccc(COC)cc2)c2c(N)ncnc2n1C1(C)CC1,,reaxys_32414576,CCN1N=CC=C1C#CC1=C(C(=O)NC2=CC=C(COC)C=C2)C2=C(N=CN=C2N)N1C1(C)CC1
9.301029996,CCOc1c(C(=O)Nc2ccc(COC)cc2)c2c(N)ncnc2n1C1(C)CC1,,reaxys_32339783,CCOC1=C(C(=O)NC2=CC=C(COC)C=C2)C2=C(N)N=CN=C2N1C1(C)CC1
9.301029996,COCc1ccc(NC(=O)c2c(C#CC(C)(O)c3cccnc3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32414573,COCC1=CC=C(NC(=O)C2=C(C#CC(C)(O)C3=CC=CN=C3)N(C3=C2C(N)=NC=N3)C2(C)CC2)C=C1
9.301029996,COCc1ccc(NC(=O)c2c(C#Cc3ccc(Cl)nc3)n(C3(C)CC3)c3ncnc(N)c23)cc1,,reaxys_32414579,COCC1=CC=C(NC(=O)C2=C(C#CC3=CC=C(Cl)N=C3)N(C3=C2C(N)=NC=N3)C2(C)CC2)C=C1
